sku;country;stock_flat;stock_atomic;last_update_flat;last_update_atomic;publication_status_atomic;publication_status_flat
H003111S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003111S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003111S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003115S701;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 18;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003116S 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003118S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003119S 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003132SC01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003132SC05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003132SC15;FR;1;1;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003134S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003136S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003137S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003138S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003139S701;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003140S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 18;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003156S 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003161S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003162S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003164S706;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003166S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003168S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003169S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003173S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003176S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 23;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 25;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 31;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003177S 32;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003206S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003221S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003223S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003223S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003223S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003223S 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003223S 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003223S 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003225S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003226S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003228S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003229S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003231S 18;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003252S 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 22;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 23;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003253S 26;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 17;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 20;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003256S 21;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 07;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 10;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003273S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 12;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 19;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003274S 24;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 02;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 08;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 09;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003275S 16;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 11;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 13;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 14;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003278S 15;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003279S 01;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003279S 03;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003279S 04;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003279S 05;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
H003279S 06;FR;0;0;2020-01-01 12:00:00;2021-01-18 8:56:49;0;1
